sample_index,publication_id,reference_id,category,match_status,match_type,match_score,extracted_url,resolved_url,status_code,title,raw_context
311,1207296,18192930,url_web,no_match,url_dead_and_not_archived,0.0,https://www.memri.org/reports/egypts-draft-constitution-2014-focus-de-islamization-expansion-military-powerDate,,403,,"Lavi L., ‘Egypt’s Draft Constitution 2014: Focus On De-Islamization, Expansion Of Military Power’ (The Middle East Media Research Institute, 10 January 2014) https://www.memri.org/reports/egypts-draft-constitution-2014-focus-de-islamization-expansion-military-power Date of Access 13.09.2022."
313,1245050,19871814,url_web,strong,live_url_verified,1.0,http://www.cis.fordham.edu/QR2009/presentations/RefGrowthCharts.pdf(Erişim,https://www.fordham.edu/academics/departments/computer-and-information-science/,200,Department of Computer and Information Science  | Fordham,"Chen, L. (2005). An introduction to quantile regression and the QUANTREG procedure, Statistics and Data Analysis, 213-230, SUGI30 Proceedings, available at children and adolescents. Conference on Quantitative Social Science Research Using R. available at http://www.cis.fordham.edu/QR2009/presentations/RefGrowthCharts.pdf (Erişim Tarihi: 12.06.2023)."
356,1253328,20221778,url_web,strong,live_url_verified,1.0,http://www.sp.gov.tr/upload/xSPRapor/files/yOW24+TODAIE_2015_Faaliyet_Raporu.pdf,http://www.sp.gov.tr/upload/xSPRapor/files/yOW24+TODAIE_2015_Faaliyet_Raporu.pdf,200,,"Müdürlüğü, S. G. (tarih yok). TODAİE 2015 Yılı İdare Faaliyet Raporu. Ankara. 08 09, 2019 tarihinde http://www.sp.gov.tr/upload/xSPRapor/files/yOW24+TODAIE _2015_Faaliyet_Raporu.pdf adresinden alındı"
391,1225623,19006747,url_web,no_match,url_dead_and_not_archived,0.0,https://tr.euronews.com/2020/05/14/cin-de-2-dalga-onlemi-salg-n-n-yeniden-goruldugu-wuhan-da-11-milyon-kisiye-covid-19-testi,,406,,Euronews. (2020). Çin'de 2. dalga önlemi: salgının yeniden görüldüğü Vuhan'da 11 milyon kişiye Covid-19 testi. [Erişim tarihi: 20.06.2023. https://tr.euronews.com/2020/05/14/cin-de-2-dalga-onlemi-salg-n-n-yeniden-goruldugu-wuhan-da-11-milyon-kisiye-covid-19-testi].
406,1205428,18285310,report_policy_legal,no_match,url_dead_and_not_archived,0.0,https://www.greenqueen.com.hk/googletrends-2020-interest-veganism-all-time-high-new-report/,,404,,"Ho, S. (2021). Google trends 2020: interest in veganism at record high according to new report. https://www.greenqueen.com.hk/googletrends-2020-interest-veganism-all-time-high-new-report/ Erişim tarihi:21.08.2022"
408,1205428,18285350,url_web,no_match,url_dead_and_not_archived,0.0,https://www.marketingturkiye.com.tr/haberler/soz-sirasi-vegan-ve-vejetaryenlerde/(Erişim,,404,,https://www.marketingturkiye.com.tr/haberler/soz-sirasi-vegan-ve-vejetaryenlerde/ (Erişim tarihi:30.03.2023)
418,1201051,17942058,url_web,strong,live_url_verified,1.0,"https://www.digitale-sammlungen.de/en/view/bsb00045957?page=420,421(22.06.2022","https://www.digitale-sammlungen.de/en/view/bsb00045957?page=420,421(22.06.2022",200,'kitāb ʿaǧāʾib al-maḫlūqāt wa-ġarāʾib al-mauǧūdāt - bsb cod.arab. 464' - Viewer | MDZ,"https://www.digitale-sammlungen.de/en/view/bsb00045957?page=420,421 (22.06.2022)"
425,1237032,19599033,report_policy_legal,strong,live_url_verified,1.0,https://www.tbmm.gov.tr/sirasayi/donem22/yil01/ss349m.htm(25.09.2019,https://www.tbmm.gov.tr,200,TÜRKİYE BÜYÜK MİLLET MECLİSİ - ANASAYFA,Kamu Yönetimi Temel Kanun Tasarısı. (2003). https://www.tbmm.gov.tr/sirasayi/donem22/yil01/ss349m.htm (25.09.2019)
447,1223777,19324987,report_policy_legal,no_match,url_dead_and_not_archived,0.0,https://www.tarimorman.gov.tr/Belgeler/Mevzuat/Talimatlar/ToprakAraziSiniflamasiStandartlariTeknikTalimativeIlgiliMevzuat_yeni.pdf,,404,,"Anonymus, (2021). https://www.tarimorman.gov.tr/Belgeler/Mevzuat/Talimatlar/ToprakAraziSiniflamasiStandartlariTeknik TalimativeIlgiliMevzuat_yeni.pdf (Accessed Date: 06.09.2021)."
458,1349538,24594767,url_web,strong,live_url_verified,1.0,http://www.mistakenorders.com/,http://www.mistakenorders.com/,200,【公式】注文をまちがえる料理店,"Wada, Y., Kobayashi, Y., Chikayama, S., Okada, S., Minowa, N., Oguni, S., & Wada, T. (2023). The Restaurant of Mistaken Orders. http://www. mistakenorders.com/"
472,1320322,23389810,report_policy_legal,strong,live_url_verified,1.0,https://data.tuik.gov.tr/Bulten/Index?p=Evlenme-ve-Bosanma-Istatistikleri-2023-53707,https://veriportali.tuik.gov.tr/Bulten/Index?p=Evlenme-ve-Bosanma-Istatistikleri-2023-53707,200,,"TÜİK (2024, Şubat 22). Evlenme ve Boşanma İstatistikleri 2023, Erişim tarihi: 10 Mart 2024, https://data.tuik.gov.tr/Bulten/Index?p=Evlenme-ve-Bosanma-Istatistikleri-2023-53707"
490,1160131,17148166,url_web,strong,live_url_verified,1.0,https://gedsh.bethmardutho.org/Garshuni,https://gedsh.bethmardutho.org/Garshuni,200,Garshuni,"Mengozzi, Alessandro. (2011). Garshuni. in Garshuni. edited by Sebastian P. Brock, Aaron M. Butts, George A. Kiraz and Lucas Van Rompay. https://gedsh.bethmardutho.org/Garshuni."
540,1278237,21311694,url_web,strong,live_url_verified,1.0,https://www.technologyreview.com/2019/12/27/238167/wannabe-kidfluencers-struggling-youtube-stars/,https://www.technologyreview.com/2019/12/27/238167/wannabe-kidfluencers-struggling-youtube-stars/,200,Meet the wannabe kidfluencers struggling for stardom | MIT Technology Review,"Tait, A. (2019, December 22). Meetthe wannabeKidfluencersstragglingforstardom. Mit TechnologyRewiev. (Çevrimiçi: https://www.technologyreview.com/2019/12/27/238167/wannabe-kidfluencers-struggling-youtube-stars/), Erişim Tarihi: 11.06.2021 ."
569,1374706,25605348,hidden_doi,no_match,url_dead_and_not_archived,0.0,https://doi.org/10.9790/0837-2110060106,,404,,"Diker, O., Deniz, T., Çetinkaya, A. (2016, October). History of Turkish cuisine culture and the ınfluence of the Balkans. IOSR Journal of Humanities And Social Science (IOSR-JHSS), 21(10), 1-6. https://doi.org/10.9790/0837-2110060106"
587,1228312,19463541,url_web,no_match,url_dead_and_not_archived,0.0,https://www.dw.com/tr/s-400lerin-türkiyeye-kazandırdığıve-kaybettirdikleri/a-55948140(13.05.2021,,404,,"Ünlühisarcıklı, Özgür (2020), “S-400’lerin Türkiye’ye Kazandırdığı ve Kaybettirdikleri”, https://www.dw.com/tr/s-400lerin-türkiyeye-kazandırdığıve-kaybettirdikleri/a-55948140 (13.05.2021)."
596,1196214,17737266,report_policy_legal,strong,live_url_verified,1.0,https://data.tuik.gov.tr/Bulten/Index?p=%C4%B0%C5%9Fg%C3%BCc%C3%BC-%C4%B0statistikleri-II.-%C3%87eyrek:-Nisan-Haziran-2022-45652&dil=1,https://veriportali.tuik.gov.tr/Bulten/Index?p=%C4%B0%C5%9Fg%C3%BCc%C3%BC-%C4%B0statistikleri-II.-%C3%87eyrek:-Nisan-Haziran-2022-45652&dil=1,200,,"TÜİK. (2022). İşgücü İstatistikleri, Ağustos 2022. Ankara: Türkiye İstatistik Kurumu. https://data.tuik.gov.tr/Bulten/Index?p=%C4%B0%C5%9Fg%C3%BCc%C3%BC- %C4%B0statistikleri-II.-%C3%87eyrek:-Nisan-Haziran-2022-45652&dil=1 adresinden alındı"
597,1223996,18922482,url_web,strong,live_url_verified,1.0,https://www.worldbank.org,https://www.worldbank.org/ext/en/home,200,"World Bank Group - International Development, Poverty and Sustainability","Worldbank. (2022b). World Development Indicators, Exports of Goods and Services (% of GDP) -Turkiye. www.worldbank.org"
641,1182531,17001915,dergipark_file,strong,live_url_verified,1.0,https://dergipark.org.tr/en/download/article-file/108511,https://dergipark.org.tr/en/download/article-file/108511,200,,"Yeşilyaprak, B. (2011). Duygusal zeka ve eğitim açısından doğurguları. Kuram ve Uygulamada Eğitim Yönetimi, 25(25), 139-146. https://dergipark.org.tr/en/download/article-file/108511"
649,1303554,22516892,report_policy_legal,no_match,url_dead_and_not_archived,0.0,https://www.kalkinmakutuphanesi.gov.tr/assets/upload/dosyalar/gida-tr22-.pdf(The,,400,,Ministry of Industry and Technology. (2022). Gıda sektörü analiz raporu ve kılavuzu. TR22 bölgesi. https://www.kalkinmakutuphanesi.gov.tr/assets/upload/dosyalar/gida-tr22-.pdf (The Access Date: 11.04.2023).
677,1199489,17914566,url_web,strong,live_url_verified,1.0,https://twitter.com/aaronsiim/status/1590474215383531520?s=20,https://x.com/aaronsiim/status/1590474215383531520?s=20,200,"X'te aaronsim: ""Generative AI Models🗨️: (input =&gt; output)

• classification: image =&gt; text
(finding, analysis, extraction from existing input)

• generation: text =&gt; image
(use ML to create new output)

• transformation: image =&gt; image (or text =&gt; text)
(altering &amp; rendering output) https://t.co/aT1rupGPza"" / X","[13] Sim, A. [@aaronsim]. (2022, November 10). Generative AI Models. Twitter. https://twitter.com/aaronsiim/status/159047421538353 1520?s=20"
704,1221654,18838392,url_web,no_match,url_dead_and_not_archived,0.0,https://www.sirchie.com/media/resourcecenter/item/l/u/luminol_ti02-48eng-rev10e.pdf.(accessed,,404,,"Sirchie. 2011. Luminol. URL: https://www.sirchie.com/media/resourcecenter/item/l/u/luminol_ti02-48eng-rev10e.pdf. (accessed date: Sep 23, 2023)."
738,1187830,17315242,url_web,strong,live_url_verified,1.0,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=celex%3A32005L0029,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=celex%3A32005L0029,202,,EC (2005). Directive 2005/29/EC of the European Parliament and of the Council of 11 May 2005 concerning unfair business-to-consumer commercial practices in the internal market. https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=celex%3A32005L0029.
763,1267748,20817389,url_web,no_match,url_dead_and_not_archived,0.0,https://www.constituteproject.org/constitution/South_Sudan_201,,404,,"South Sudan Constitution, (2011) https://www.constituteproject.org/constitution/South_Sudan_201"
773,1274029,21126083,url_web,no_match,url_dead_and_not_archived,0.0,https://zfwt.org/admin/files/issues/807-3364-1-PB.pdf,,404,,"Ekiz, E., Yazıcı, H. (2016). Termal turizmde farklı bir destinasyon: jeoturizm (Afyonkarahisar Örneği). ZfWT. 8 (1), 67-81. Erişim adresi: https://zfwt.org/admin/files/issues/807-3364-1-PB.pdf"
774,1274029,21126116,url_web,strong,live_url_verified,1.0,"https://korumakurullari.ktb.gov.tr/Eklenti/68498,afyonkarahisar-ili-ihsaniye-ilcesi-doger-beldesi-kirkme-.pdf?0","https://korumakurullari.ktb.gov.tr/Eklenti/68498,afyonkarahisar-ili-ihsaniye-ilcesi-doger-beldesi-kirkme-.pdf?0",200,,"url 3: https://korumakurullari.ktb.gov.tr/Eklenti/68498,afyonkarahisar-ili-ihsaniye-ilcesi-doger-beldesi-kirkme-.pdf ?0 Erişim Tarihi: 02/07/2023"
775,1274029,21126132,url_web,strong,live_url_verified,1.0,https://www.unesco.org.tr/Pages/129/126/UNESCO-K%C3%BCresel-Jeoparklar%C4%B1,https://www.unesco.org.tr/Pages/129/126/UNESCO-K%C3%BCresel-Jeoparklar%C4%B1,200,UNESCO Türkiye Millî Komisyonu,url 19: https://www.unesco.org.tr/Pages/129/126/UNESCO-K%C3%BCresel-Jeoparklar%C4%B1 Erişim Tarihi: 12/07/2023
779,1369427,25409894,url_web,strong,live_url_verified,1.0,https://www.ccresa.net/wp-content/uploads/2012/06/Webbs-DOK-Guide.pdf,https://www.ccresa.net/wp-content/uploads/2012/06/Webbs-DOK-Guide.pdf,200,,"Webb, N. L. (2009). Webb’s depth of knowledge guide: Career and technical education definitions. University of Wisconsin, Center for Education Research. https:// www.ccresa.net/wp-content/uploads/2012/06/Webbs-DOK-Guide.pdf."
781,1332754,23940645,url_web,strong,live_url_verified,1.0,https://teis.yesevi.edu.tr/madde-detay/arif-bozaci,https://teis.yesevi.edu.tr/madde-detay/arif-bozaci,200,Arif Bozacı,"İsen, M., İsen Durmuş, T. (2018b). Arif Bozacı. Türk Edebiyatı İsimler Sözlüğü. https://teis.yesevi.edu.tr/madde-detay/arif-bozaci. Erişim Tarihi: 14 Mart 2025."
832,1236575,19580533,url_web,no_match,url_dead_and_not_archived,0.0,https://www.hurriyet.com.tr/gundem/kadin-itfaiyecilerin-motivasyonu-hayat-kurtar-mak-41947016,,404,,"Laleli, İ. (2021, November 25). Kadın itfaiyecilerin motivasyonu; hayat kurtarmak. Hürriyet. https://www.hurriyet.com.tr/gundem/kadin-itfaiyecilerin-motivasyonu-hayat-kurtar- mak-41947016"
834,1268881,21020306,url_web,no_match,no_url_found,0.0,,,,,Birleşmiş Milletler-Türkiye (2021). Türkiye Sürdürülebilir Kalkınma Amaçları çalışmalarımız. https:// turkiye.un.org/tr/sdgs sayfasından erişilmiştir. Erişim Tarihi: 10.04.2024.
847,1342264,24298982,url_web,strong,live_url_verified,1.0,https://power.larc.nasa.gov/data-access-viewer/,https://power.larc.nasa.gov/data-access-viewer/,200,NASA POWER | Data Access Viewer (DAV),[27] NASA. POWER Data Access Viewer: Prediction of Worldwide Energy Resource. Available from: https://power.larc.nasa.gov/data-access-viewer/
848,1229873,19231016,url_web,strong,live_url_verified,1.0,https://www.lifesciencesexpertise.com/Download/The%20Use%20of%20AI%20in%20Pharmacovigilance.pdf,https://www.lifesciencesexpertise.com/Download/The%20Use%20of%20AI%20in%20Pharmacovigilance.pdf,200,,14. Life Sciences Expertise. Available from: https://www.lifesciencesexpertise.com/Download/The%20Use%20of%20AI%20in%20Pharmacovigilance.pdf Accessed: 15 July 2023
849,1229873,19231020,url_web,strong,live_url_verified,1.0,http://healthypleasures.de/news/nootropics-smart-drugs-the-differences/,http://healthypleasures.de/news/nootropics-smart-drugs-the-differences/,200,Nootropics & smart drugs. The differences. - Healthy Pleasures,18. Healthy Pleasures. Available from: http://healthypleasures.de/news/nootropics-smart-drugs-the-differences/ Accessed: 17 July 2023
864,1194206,19343221,url_web,no_match,url_dead_and_not_archived,0.0,https://kb.osu.edu/bitstream/handle/1811/46549/221posterball_drew.pdf?sequence=2,,403,,"Ball, A., Drew, H., & Anderson-Butcher, D. (2010). The 21st century assessment: Measuring 21st century skills among middle school students. [Erişim Tarihi: 25.05.2022. https://kb.osu.edu/bitstream/handle/1811/46549/221posterball_drew.pdf?sequence=2]"
895,1343427,24349087,url_web,strong,live_url_verified,1.0,http://ebookcentral.proquest.com/lib/suleymanebooks/detail.action?docID=291712,https://ebookcentral.proquest.com/lib/suleymanebooks/detail.action?docID=291712,200,ProQuest Ebook Central,"Han, J., Pei, J. & Kamber, M. (2006). Data Mining. Southeast Asia Edition. Elsevier Science & Technology. 2006. ProQuest Ebook Central. http://ebookcentral.proquest.com/lib/suleymanebooks/detail.action?docID=291712."
904,1372459,25520146,url_web,strong,live_url_verified,1.0,https://hastane.afsu.edu.tr/organ-nakli-ve-organ-bagisi,https://hastane.afsu.edu.tr/organ-nakli-ve-organ-bagisi/,200,Organ Nakli Ve Organ Bağışı | AFSÜ SAĞLIK UYGULAMA VE ARAŞTIRMA MERKEZİ,"AFSU Health Application and Research Center. (2025, May 25). Organ transplantation and organ donation. https://hastane.afsu.edu.tr/organ-nakli-ve-organ-bagisi."
962,1320208,24144512,url_web,strong,live_url_verified,1.0,https://vegconomist.com/materials/amsilk-and-21st-bio-scale-bioproduced-spider-silk-proteins/,https://vegconomist.com/materials/amsilk-and-21st-bio-scale-bioproduced-spider-silk-proteins/,200,"AMSilk and 21st.BIO Forge Alliance to Scale Bioproduced Spider Silk Proteins ""From Kilos to Tons"" - vegconomist - the vegan business magazine",Görsel 16. https://vegconomist.com/materials/amsilk-and-21st-bio-scale- bioproduced-spider-silk-proteins/ (Erişim Tarihi: 2025)
996,1351049,25225938,url_web,no_match,url_dead_and_not_archived,0.0,"https://www.saglikdunyasidergisi.com,8",,,,"saglikdunyasidergisi.com, ‘Aşırı sıcaklarda dışarıda çalışan iki işçi öldü’ (https://www.saglikdunyasidergisi.com, 8 Ağustos 2023) <https://www.saglikdunyasidergisi.com/haber/asiri_sicaklarda_disarida_calisan_iki_ isci_oldu-16110.html> Erişim Tarihi 4 Mayıs 2025."
1010,1169118,16840764,report_policy_legal,no_match,url_dead_and_not_archived,0.0,https://www.who.int/docs/defaultsource/coronaviruse/situation-reports/20200423-sitrep-94-covid-19.pdf,,404,,World Health Organization. (2020). Coronavirus disease (Covid-19) spreads. Erişim adresi:https://www.who.int/docs/default source/coronaviruse/situation-reports/20200423-sitrep-94-covid-19.pdf
1016,1280009,21413638,url_web,strong,live_url_verified,1.0,https://www.eurasiantimes.com/akinci-ucavs-begin-combat-duty-burkina/#:~:text=Burkina%20Faso%20received%,https://www.eurasiantimes.com/akinci-ucavs-begin-combat-duty-burkina/#:~:text=Burkina%2520Faso%2520received%25,200,Akinci UCAVs Begin Combat Duty; Burkina Faso Uses Turkish-Supplied Drones To Hit Militants - Reports,"21. Sakshi Tiwari, “Akinci UCAVs Begin Combat Duty; Burkina Faso Uses Turkish-Supplied Drones to Hit Militants – Reports,” The EuroAsian Times, (April 30, 2024) retrieved September 23, 2024, from https:// www.eurasiantimes.com/akinci-ucavs-begin-combat-duty-burkina/#:~:text=Burkina%20Faso%20received% 20five%20Bayraktar,Islam%20wal%20Muslimeen%20(JNI)."
1038,1240767,19704402,url_web,strong,live_url_verified,1.0,"https://www.ntv.com.tr/dunya/titanike-turist-tasiyan-denizalti-kayboldu-unlu-ingiliz-milyarder-de-icinde,8YFyGbglAE2ZE1bZ8pMRAw","https://www.ntv.com.tr/dunya/titanike-turist-tasiyan-denizalti-kayboldu-unlu-ingiliz-milyarder-de-icinde,8YFyGbglAE2ZE1bZ8pMRAw",200,Titanik'e turist taşıyan denizaltı kayboldu | NTV Haber,"Titanik’e turist taşıyan denizaltı kayboldu: Ünlü İngiliz milyarder de içinde. (2023, 19 Haziran). NTV. https://www.ntv.com.tr/dunya/titanike-turist-tasiyan-denizalti-kayboldu-unlu-ingiliz- milyarder-de-icinde,8YFyGbglAE2ZE1bZ8pMRAw"
1092,1375848,25643403,url_web,strong,live_url_verified,1.0,https://iifa-aifi.org/en/resolutions,https://iifa-aifi.org/en/resolutions,200,Resolutions – International Islamic Fiqh Academy,"IIFA, International Islamic Fiqh Academy. “Resolutions”. Erişim Nisan 2022. https://iifa-aifi.org/en/resolutions"
